Pic_id,MetaphorOccurrence,TargetCategory,SourceCategory,MetaphoricalSenseCategory,SentimentCategory,,
2098,0,,,,-1,,
2099,0,,,,0,,
2100,0,,,,0,,
2101,1,11,11,5,1,,
2102,1,5,10,7,0,,
2103,0,,,,-1,,
2104,1,12,12,5,-1,,
2105,1,12,12,5,-1,,
2106,0,,,,,,
2107,1,7,12,8,0,,
2108,0,,,,-1,,
2109,1,10,11,5,-1,,
2110,0,,,,1,,
2111,1,12,12,5,-1,,
2112,1,12,3,3,0,,
2113,0,,,,-1,,
2114,0,,,,1,,
2115,0,,,,,,
2116,1,6,12,5,1,,
2117,0,,,,1,,
2118,0,,,,1,,
2119,0,,,,-1,,
2120,1,11,6,5,1,,
2121,0,,,,1,,
2122,0,,,,1,,
2123,0,,,,0,,
2124,0,,,,1,,
2125,0,,,,1,,
2126,1,5,6,5,1,,
2127,0,,,,0,,
2128,1,12,11,5,1,,
2129,1,11,5,5,1,,
2130,1,7,8,8,-1,,
2131,1,11,3,8,-1,,
2132,0,,,,0,,
2133,0,,,,1,,
2134,0,,,,,,
2135,1,12,9,8,0,,
2136,1,7,12,5,-1,,
2137,0,,,,1,,
2138,1,10,10,5,1,,
2139,1,11,10,5,1,,
2140,0,,,,0,,
2141,0,,,,1,,
2142,0,,,,,,
2143,0,,,,0,,
2144,1,6,12,8,1,,
2145,0,,,,-1,,
2146,0,,,,1,,
2147,1,8,12,5,1,,
2148,0,,,,1,,
2149,0,,,,1,,
2150,0,,,,,,
2151,1,12,11,5,1,,
2152,1,12,12,5,-1,,
2153,0,,,,1,,
2154,0,,,,-1,,
2155,0,,,,1,,
2156,1,12,12,5,1,,
2157,0,,,,0,,
2158,1,12,12,5,-1,,
2159,1,12,11,5,1,,
2160,0,,,,1,,
2161,1,11,11,5,1,,
2162,0,,,,-1,,
2163,1,12,12,5,0,,
2164,1,12,12,5,1,,
2165,1,12,12,5,1,,
2166,0,,,,#REF!,,
2167,1,11,8,5,-1,,
2168,1,7,6,5,1,,
2169,0,,,,-1,,
2170,0,,,,,,
2171,0,,,,0,,
2172,1,12,6,8,1,,
2173,1,12,12,5,0,,
2174,1,12,9,5,1,,
2175,1,12,2,5,1,,
2176,0,,,,,,
2177,1,4,3,8,-1,,
2178,1,2,7,5,0,,
2179,1,12,11,5,-1,,
2180,0,,,,1,,
2181,1,7,6,5,-1,,
2182,0,,,,,,
2183,0,,,,-1,,
2184,1,12,12,5,0,,
2185,0,,,,0,,
2186,0,,,,1,,
2187,0,,,,1,,
2188,0,,,,-1,,
2189,0,,,,1,,
2190,0,,,,0,,
2191,1,12,12,3,-1,,
2192,1,12,12,5,-1,,
2193,1,12,7,7,0,,
2194,1,12,12,5,-1,,
2195,0,,,,1,,
2196,0,,,,0,,
2197,0,,,,1,,
2198,0,,,,-1,,
2199,0,,,,1,,
2200,0,,,,1,,
2201,1,12,4,8,0,,
2202,1,12,3,8,0,,
2203,0,,,,1,,
2204,1,11,6,5,1,,
2205,1,12,12,8,0,,
2206,0,,,,1,,
2207,1,7,12,8,0,,
2208,0,,,,,,
2209,1,12,6,5,0,,
2210,1,11,8,5,-1,,
2211,0,,,,1,,
2212,0,,,,1,,
2213,0,,,,-1,,
2214,0,,,,1,,
2215,1,12,5,7,1,,
2216,1,10,3,8,-1,,
2217,0,,,,1,,
2218,1,5,12,5,-1,,
2219,0,,,,-1,,
2220,1,11,9,8,1,,
2221,1,12,12,5,-1,,
2222,0,,,,0,,
2223,1,12,3,7,1,,
2224,0,,,,1,,
2225,0,,,,1,,
2226,0,,,,1,,
2227,0,,,,1,,
2228,0,,,,0,,
2229,1,12,12,5,-1,,
2230,0,,,,1,,
2231,1,10,11,5,1,,
2232,1,4,3,8,-1,,
2233,0,,,,1,,
2234,1,11,5,5,1,,
2235,0,,,,1,,
2236,1,12,12,5,-1,,
2237,0,,,,1,,
2238,1,12,12,5,0,,
2239,0,,,,0,,
2240,0,,,,0,,
2241,1,12,11,5,1,,
2242,0,,,,1,,
2243,0,,,,-1,,
2244,1,12,10,5,1,,
2245,0,,,,-1,,
2246,0,,,,1,,
2247,0,,,,1,,
2248,1,12,12,5,1,,
2249,0,,,,1,,
2250,1,4,12,8,-1,,
2251,1,6,12,5,1,,
2252,1,12,10,7,0,,
2253,1,12,12,1,-1,,
2254,1,12,12,5,1,,
2255,1,12,12,7,-1,,
2256,1,12,11,8,1,,
2257,1,7,6,5,0,,
2258,0,,,,1,,
2259,1,7,12,8,-1,,
2260,1,9,12,7,-1,,
2261,0,,,,1,,
2262,0,,,,1,,
2263,1,12,12,5,-1,,
2264,1,4,11,8,1,,
2265,0,,,,0,,
2266,0,,,,1,,
2267,0,,,,1,,
2268,0,,,,0,,
2269,0,,,,0,,
2270,0,,,,1,,
2271,1,12,11,5,-1,,
2272,0,,,,1,,
2273,1,11,12,7,0,,
2274,1,12,3,8,-1,,
2275,0,,,,1,,
2276,1,12,3,8,-1,,
2277,1,10,12,5,1,,
2278,1,5,9,8,-1,,
2279,0,,,,0,,
2280,1,12,12,5,-1,,
2281,1,12,12,8,-1,,
2282,0,,,,0,,
2283,0,,,,1,,
2284,1,12,11,5,1,,
2285,0,,,,0,,
2286,0,,,,1,,
2287,0,,,,-1,,
2288,0,,,,0,,
2289,0,,,,-1,,
2290,0,,,,1,,
2291,1,11,3,8,-1,,
2292,0,,,,0,,
2293,0,,,,0,,
2294,0,,,,-1,,
2295,1,12,12,5,-1,,
2296,0,,,,0,,
2297,1,6,12,7,-1,,
2298,1,12,12,5,1,,
2299,0,,,,1,,
2300,0,,,,1,,
2301,0,,,,1,,
2302,0,,,,0,,
2303,0,,,,0,,
2304,1,12,12,3,-1,,
2305,0,,,,-1,,
2306,0,,,,1,,
2307,0,,,,1,,
2308,0,,,,1,,
2309,1,12,9,5,1,,
2310,1,12,12,5,0,,
2311,0,,,,1,,
2312,0,,,,1,,
2313,0,,,,1,,
2314,0,,,,1,,
2315,0,,,,-1,,
2316,1,12,10,1,-1,,
2317,1,6,12,5,1,,
2318,0,,,,0,,
2319,0,,,,-1,,
2320,0,,,,1,,
2321,0,,,,1,,
2322,0,,,,1,,
2323,1,7,11,5,1,,
2324,1,12,12,5,-1,,
2325,0,,,,1,,
2326,1,7,10,8,-1,,
2327,1,12,12,5,-1,,
2328,0,,,,1,,
2329,1,6,12,5,1,,
2330,0,,,,-1,,
2331,1,10,12,8,-1,,
2332,1,12,12,7,0,,
2333,0,,,,-1,,
2334,0,,,,-1,,
2335,0,,,,1,,
2336,0,,,,1,,
2337,1,11,7,5,1,,
2338,0,,,,-1,,
2339,0,,,,-1,,
2340,0,,,,0,,
2341,0,,,,0,,
2342,0,,,,1,,
2343,0,,,,1,,
2344,1,12,12,5,0,,
2345,1,7,11,5,-1,,
2346,0,,,,1,,
2347,1,12,12,5,0,,
2348,0,,,,0,,
2349,1,12,12,5,-1,,
2350,1,11,11,5,1,,
2351,0,,,,-1,,
2352,1,12,7,5,-1,,
2353,1,12,3,7,-1,,
2354,0,,,,1,,
2355,1,12,12,5,-1,,
2356,0,,,,1,,
2357,0,,,,0,,
2358,1,12,12,5,0,,
2359,0,,,,1,,
2360,0,,,,1,,
2361,0,,,,1,,
2362,0,,,,0,,
2363,1,3,2,8,1,,
2364,0,,,,1,,
2365,0,,,,0,,
2366,0,,,,1,,
2367,1,10,12,5,1,,
2368,0,,,,0,,
2369,0,,,,0,,
2370,1,7,12,8,-1,,
2371,0,,,,1,,
2372,0,,,,0,,
2373,1,12,7,1,0,,
2374,0,,,,0,,
2375,1,12,11,7,1,,
2376,0,,,,1,,
2377,1,10,11,5,1,,
2378,0,,,,-1,,
2379,0,,,,-1,,
2380,0,,,,-1,,
2381,0,,,,1,,
2382,0,,,,-1,,
2383,0,12,4,8,-1,,
2384,1,11,12,5,1,,
2385,0,,,,0,,
2386,0,,,,1,,
2387,0,,,,1,,
2388,0,,,,1,,
2389,0,,,,-1,,
2390,1,12,10,7,-1,,
2391,0,,,,1,,
2392,1,11,12,5,-1,,
2393,1,12,6,5,1,,
2394,0,,,,-1,,
2395,0,,,,-1,,
2396,0,,,,1,,
2397,1,11,4,7,-1,,
2398,0,12,5,8,1,,
2399,0,,,,-1,,
2400,0,,,,1,,
2401,0,,,,1,,
2402,1,12,11,3,1,,
2403,0,,,,0,,
2404,0,,,,1,,
2405,0,,,,1,,
2406,1,10,6,5,1,,
2407,1,10,12,3,-1,,
2408,1,12,12,5,-1,,
2409,0,,,,-1,,
2410,0,,,,1,,
2411,0,,,,1,,
2412,1,12,5,7,1,,
2413,1,5,12,5,1,,
2414,1,11,12,8,0,,
2415,0,,,,1,,
2416,0,,,,0,,
2417,0,,,,1,,
2418,0,,,,-1,,
2419,0,,,,-1,,
2420,1,7,11,5,-1,,
2421,0,,,,0,,
2422,1,10,7,5,1,,
2423,1,7,12,5,1,,
2424,1,10,8,5,-1,,
2425,0,,,,1,,
2426,1,12,9,8,-1,,
2427,0,,,,1,,
2428,1,12,3,5,-1,,
2429,1,10,8,5,-1,,
2430,1,12,10,5,-1,,
2431,0,,,,-1,,
2432,0,,,,1,,
2433,0,,,,1,,
2434,1,12,12,5,1,,
2435,1,12,11,5,-1,,
2436,1,12,12,5,1,,
2437,1,7,11,8,-1,,
2438,0,,,,-1,,
2439,0,,,,-1,,
2440,0,,,,-1,,
2441,0,,,,-1,,
2442,0,,,,-1,,
2443,0,,,,1,,
2444,0,,,,-1,,
2445,0,,,,1,,
2446,0,,,,0,,
2447,1,10,10,5,-1,,
2448,1,12,11,5,1,,
2449,1,12,12,5,-1,,
2450,0,,,,1,,
2451,0,,,,1,,
2452,0,,,,1,,
2453,0,,,,1,,
2454,0,,,,1,,
2455,1,12,12,5,-1,,
2456,0,,,,1,,
2457,0,,,,-1,,
2458,0,,,,0,,
2459,0,,,,0,,
2460,1,12,5,7,-1,,
2461,0,,,,1,,
2462,0,,,,0,,
2463,0,,,,0,,
2464,0,,,,0,,
2465,0,,,,1,,
2466,0,,,,1,,
2467,0,,,,0,,
2468,0,,,,0,,
2469,0,,,,0,,
2470,0,,,,-1,,
2471,0,,,,1,,
2472,1,11,12,5,1,,
2473,0,,,,0,,
2474,1,4,3,8,-1,,
2475,0,,,,1,,
2476,0,,,,-1,,
2477,0,,,,1,,
2478,0,,,,-1,,
2479,1,12,12,5,-1,,
2480,1,12,12,3,-1,,
2481,1,12,12,5,-1,,
2482,0,,,,0,,
2483,0,,,,0,,
2484,0,,,,0,,
2485,1,12,5,5,-1,,
2486,0,,,,1,,
2487,0,,,,0,,
2488,0,,,,0,,
2489,0,,,,1,,
2490,1,12,12,5,,,
2491,0,,,,-1,,
2492,1,6,12,5,1,,
2493,0,,,,-1,,
2494,0,,,,0,,
2495,1,12,12,5,0,,
2496,1,3,10,3,0,,
2497,0,,,,1,,
2498,1,12,10,3,1,,
2499,1,4,3,8,-1,,
2500,1,7,5,8,0,,
2501,1,12,12,7,-1,,
2502,1,11,12,8,-1,,
2503,0,,,,0,,
2504,1,11,12,7,1,,
2505,0,,,,1,,
2506,1,11,12,5,1,,
2507,1,12,11,5,1,,
2508,0,,,,1,,
2509,0,,,,1,,
2510,1,11,3,5,1,,
2511,0,,,,-1,,
2512,1,12,12,5,0,,
2513,0,,,,0,,
2514,0,,,,1,,
2515,1,10,12,5,-1,,
2516,0,,,,1,,
2517,1,12,12,5,1,,
2518,0,,,,1,,
2519,1,12,12,5,0,,
2520,1,12,7,5,-1,,
2521,0,,,,-1,,
2522,1,11,10,5,1,,
2523,0,,,,1,,
2524,1,11,12,5,0,,
2525,0,,,,-1,,
2526,1,12,5,5,,,
2527,0,,,,1,,
2528,0,,,,0,,
2529,0,,,,0,,
2530,0,,,,-1,,
2531,0,,,,1,,
2532,1,12,6,5,1,,
2533,0,,,,0,,
2534,1,10,11,5,-1,,
2535,1,10,12,5,1,,
2536,0,,,,-1,,
2537,1,12,10,5,1,,
2538,1,3,9,8,1,,
2539,0,,,,1,,
2540,1,10,10,8,-1,,
2541,0,,,,0,,
2542,0,,,,0,,
2543,0,10,11,,1,,
2544,1,12,3,8,-1,,
2545,1,12,10,8,0,,
2546,0,,,,-1,,
2547,0,,,,1,,
2548,1,2,12,5,0,,
2549,1,2,12,5,0,,
2550,0,,,,0,,
2551,1,5,12,5,-1,,
2552,1,4,4,8,-1,,
2553,1,10,10,1,1,,
2554,1,12,3,5,-1,,
2555,0,,,,1,,
2556,0,,,,1,,
2557,0,,,,1,,
2558,1,7,12,5,-1,,
2559,1,2,12,5,-1,,
2560,0,,,,0,,
2561,0,,,,-1,,
2562,0,,,,1,,
2563,0,,,,1,,
2564,1,4,6,8,1,,
2565,1,8,12,8,-1,,
2566,1,11,3,5,1,,
2567,0,,,,-1,,
2568,0,,,,1,,
2569,0,,,,1,,
2570,0,,,,1,,
2571,0,,,,1,,
2572,1,12,5,8,1,,
2573,0,,,,1,,
2574,0,,,,-1,,
2575,1,9,3,8,1,,
2576,1,12,12,8,-1,,
2577,1,12,11,5,1,,
2578,0,,,,1,,
2579,1,3,10,5,1,,
2580,1,12,6,5,1,,
2581,0,,,,-1,,
2582,1,11,3,5,-1,,
2583,0,,,,1,,
2584,1,10,12,8,1,,
2585,0,,,,1,,
2586,0,,,,0,,
2587,0,,,8,0,,
2588,1,10,11,5,1,,
2589,0,,,,1,,
2590,1,12,12,5,0,,
2591,0,,,,-1,,
2592,0,9,3,8,1,,
2593,1,9,12,8,1,,
2594,0,,,,1,,
2595,0,,,,0,,
2596,1,4,12,8,-1,,
2597,0,,,,0,,
2598,1,2,12,5,-1,,
2599,0,,,,0,,
2600,1,7,12,3,0,,
2601,1,12,10,5,1,,
2602,0,,,,1,,
2603,0,,,,1,,
2604,1,11,5,8,0,,
2605,1,10,11,8,1,,
2606,1,12,11,8,1,,
2607,1,12,11,5,1,,
2608,1,4,6,8,0,,
2609,0,,,,1,,
2610,1,12,10,5,0,,
2611,1,12,6,3,1,,
2612,1,9,6,8,1,,
2613,1,9,12,8,0,,
2614,0,,,,1,,
2615,1,9,9,6,1,,
2616,1,9,9,8,1,,
2617,0,,,,1,,
2618,0,,,,1,,
2619,0,,,,1,,
2620,0,,,,-1,,
2621,0,,,,0,,
2622,1,12,7,5,0,,
2623,1,12,12,5,-1,,
2624,1,9,9,3,1,,
2625,0,,,,0,,
2626,1,8,11,5,-1,,
2627,1,9,9,1,-1,,
2628,0,,,,-1,,
2629,0,,,,0,,
2630,0,,,,0,,
2631,1,9,9,5,0,,
2632,1,9,12,8,-1,,
2633,1,11,3,8,-1,,
2634,1,12,12,5,-1,,
2635,1,12,12,1,1,,
2636,0,,,,1,,
2637,0,,,,1,,
2638,1,4,12,1,-1,,
2639,1,8,7,5,0,,
2640,0,,,,-1,,
2641,1,7,12,8,-1,,
2642,1,12,13,5,1,,
2643,1,11,11,5,1,,
2644,1,11,12,5,1,,
2645,0,,,,1,,
2646,0,,,,1,,
2647,1,10,3,8,-1,,
2648,1,12,5,5,0,,
2649,0,,,,1,,
2650,1,2,12,5,-1,,
2651,0,,,,1,,
2652,0,,,,1,,
2653,1,10,6,8,1,,
2654,0,,,,0,,
2655,0,,,,1,,
2656,0,,,,1,,
2657,0,,,,1,,
2658,0,,,5,1,,
2659,0,,,,-1,,
2660,0,,,,1,,
2661,1,12,12,5,-1,,
2662,1,12,10,1,0,,
2663,0,,,,1,,
2664,1,12,11,5,1,,
2665,0,,,,1,,
2666,0,,,,0,,
2667,0,,,,1,,
2668,0,,,,0,,
2669,1,2,8,5,1,,
2670,1,9,12,8,1,,
2671,1,12,10,5,0,,
2672,1,12,10,5,-1,,
2673,1,10,12,5,0,,
2674,1,13,12,8,-1,,
2675,1,9,3,8,1,,
2676,0,,,,1,,
2677,1,12,12,5,0,,
2678,1,11,12,3,0,,
2679,1,10,3,8,-1,,
2680,1,8,11,8,0,,
2681,1,12,7,3,-1,,
2682,1,8,12,5,0,,
2683,1,12,7,5,0,,
2684,1,10,11,7,1,,
2685,0,,,,1,,
2686,0,,,,1,,
2687,1,9,3,8,1,,
2688,1,2,12,5,1,,
2689,1,6,12,8,1,,
2690,1,3,12,8,1,,
2691,0,,,,1,,
2692,1,12,11,3,-1,,
2693,0,,,,0,,
2694,1,9,12,8,1,,
2695,0,,,,1,,
2696,1,2,12,3,0,,
2697,0,,,,-1,,
2698,1,12,6,3,1,,
2699,0,,,,0,,
2700,0,,,,1,,
2701,0,,,,1,,
2702,1,12,11,8,1,,
2703,0,,,,-1,,
2704,0,,,3,1,,
2705,0,,,,0,,
2706,0,,,,1,,
2707,1,8,8,3,-1,,
2708,0,,,,0,,
2709,1,9,12,3,0,,
2710,0,,,,0,,
2711,1,3,11,6,-1,,
2712,1,9,3,3,-1,,
2713,1,10,7,8,-1,,
2714,1,9,12,8,-1,,
2715,0,,,0,-1,,
2716,1,3,11,5,0,,
2717,1,4,3,8,1,,
2718,0,,,,1,,
2719,0,,,,1,,
2720,1,9,3,8,1,,
2721,1,12,12,5,1,,
2722,1,4,6,5,1,,
2723,1,12,3,5,-1,,
2724,1,12,13,8,1,,
2725,0,,,,1,,
2726,1,12,11,5,1,,
2727,1,4,3,8,1,,
2728,0,,,,1,,
2729,0,,,,1,,
2730,1,3,12,3,-1,,
2731,1,9,12,8,-1,,
2732,0,,,,1,,
2733,1,5,11,5,1,,
2734,1,12,12,5,0,,
2735,0,,,,0,,
2736,1,11,3,5,-1,,
2737,1,11,10,5,1,,
2738,1,12,10,8,-1,,
2739,1,12,5,3,1,,
2740,0,,,,1,,
2741,1,11,7,5,0,,
2742,1,11,12,5,-1,,
2743,0,,,,0,,
2744,0,,,,1,,
2745,0,,,,-1,,
2746,1,10,5,2,1,,
2747,0,,,,1,,
2748,1,5,12,8,-1,,
2749,1,9,12,8,-1,,
2750,0,,,,1,,
2751,0,,,,1,,
2752,0,,,,1,,
2753,0,,,,-1,,
2754,0,,,,-1,,
2755,0,,,,1,,
2756,0,,,,0,,
2757,1,5,11,6,-1,,
2758,0,,,,1,,
2759,1,12,12,6,-1,,
2760,0,,,,-1,,
2761,1,11,12,8,1,,
2762,0,,,,1,,
2763,1,10,3,5,1,,
2764,1,8,12,6,1,,
2765,0,,,,0,,
2766,1,6,12,2,1,,
2767,1,12,10,2,-1,,
2768,0,,,,1,,
2769,0,,,,1,,
2770,0,,,,1,,
2771,1,12,11,5,1,,
2772,1,12,3,5,-1,,
2773,1,12,10,8,1,,
2774,1,12,11,3,0,,
2775,1,5,12,5,1,,
2776,1,13,12,8,-1,,
2777,0,,,,1,,
2778,0,,,,1,,
2779,1,9,12,8,1,,
2780,0,,,,-1,,
2781,0,,,,0,,
2782,1,11,12,6,-1,,
2783,0,,,,1,,
2784,0,,,,0,,
2785,1,12,13,2,-1,,
2786,1,12,12,8,1,,
2787,0,,,,-1,,
2788,1,12,11,2,1,,
2789,0,,,,1,,
2790,1,9,12,8,1,,
2791,1,5,12,2,-1,,
2792,0,,,,0,,
2793,0,,,,0,,
2794,1,9,9,8,1,,
2795,1,4,3,1,0,,
2796,1,9,3,3,-1,,
2797,0,,,,1,,
2798,1,9,3,3,-1,,
2799,1,12,12,3,-1,,
2800,0,,,,0,,
2801,1,12,11,5,0,,
2802,1,12,13,6,1,,
2803,1,12,11,3,-1,,
2804,0,,,,1,,
2805,0,,,,1,,
2806,1,10,11,2,-1,,
2807,0,,,,0,,
2808,0,,,,0,,
2809,1,12,10,5,0,,
2810,0,,,,1,,
2811,0,,,,1,,
2812,0,,,,0,,
2813,0,,,,1,,
2814,1,10,12,3,-1,,
2815,0,,,,1,,
2816,0,,,,0,,
2817,0,,,,0,,
2818,0,,,,1,,
2819,0,,,,1,,
2820,1,10,11,5,1,,
2821,0,,,,1,,
2822,1,12,13,5,1,,
2823,0,,,,0,,
2824,1,12,11,5,1,,
2825,0,,,,1,,
2826,1,10,3,8,-1,,
2827,0,,,,1,,
2828,0,,,,1,,
2829,1,11,10,5,-1,,
2830,0,,,,0,,
2831,0,,,,1,,
2832,0,,,,1,,
2833,0,,,,1,,
2834,0,,,3,0,,
2835,0,,,2,0,,
2836,1,10,12,5,0,,
2837,0,,,,1,,
2838,0,,,,1,,
2839,0,,,,1,,
2840,0,,,,1,,
2841,1,12,10,5,1,,
2842,1,9,12,3,-1,,
2843,0,,,,1,,
2844,0,,,,1,,
2845,1,5,7,8,0,,
2846,0,,,,1,,
2847,0,,,8,-1,,
2848,1,12,12,2,-1,,
2849,0,,,,1,,
2850,1,4,12,8,-1,,
2851,0,,,,1,,
2852,0,,,,-1,,
2853,0,,,,0,,
2854,1,12,11,5,1,,
2855,1,12,10,6,-1,,
2856,1,11,7,8,0,,
2857,1,10,11,2,1,,
2858,0,,,,1,,
2859,0,,,,1,,
2860,1,9,3,8,-1,,
2861,0,,,2,-1,,
2862,1,12,12,1,-1,,
2863,0,,,,1,,
2864,0,,,,1,,
2865,0,,,,1,,
2866,1,11,5,6,-1,,
2867,0,,,,1,,
2868,0,,,7,1,,
2869,0,,,,1,,
2870,1,10,11,,-1,,
2871,0,,,,1,,
2872,0,,,,0,,
2873,0,,,,-1,,
2874,0,,,,0,,
2875,0,,,,-1,,
2876,1,12,5,2,1,,
2877,0,,,2,1,,
2878,1,12,12,3,0,,
2879,0,,,,1,,
2880,1,12,12,3,-1,,
2881,1,9,3,8,1,,
2882,0,,,,1,,
2883,0,,,,-1,,
2884,1,8,12,1,1,,
2885,0,,,5,0,,
2886,1,12,11,3,1,,
2887,1,11,11,8,1,,
2888,0,,,5,0,,
2889,1,10,11,5,0,,
2890,1,9,3,8,1,,
2891,1,9,12,8,-1,,
2892,0,,,2,1,,
2893,1,2,12,3,0,,
2894,0,,,,0,,
2895,0,,,,1,,
2896,0,,,,-1,,
2897,0,9,3,8,-1,,
2898,1,12,12,5,0,,
2899,1,12,12,5,-1,,
2900,1,12,12,5,1,,
2901,0,,,0,0,,
2902,1,9,12,8,-1,,
2903,1,12,12,5,-1,,
2904,0,,,,1,,
2905,0,,,,0,,
2906,0,,,2,1,,
2907,1,11,8,5,-1,,
2908,0,,,,0,,
2909,1,12,12,5,-1,,
2910,0,,,6,-1,,
2911,1,4,12,8,-1,,
2912,0,,,,1,,
2913,1,9,12,8,-1,,
2914,1,12,8,5,1,,
2915,0,,,,0,,
2916,0,,,,0,,
2917,1,11,8,2,1,,
2918,0,,,7,1,,
2919,1,11,12,5,-1,,
2920,0,,,,1,,
2921,0,,,,0,,
2922,0,,,,1,,
2923,0,,,,1,,
2924,0,,,,0,,
2925,0,,,,1,,
2926,1,1,12,8,0,,
2927,1,7,6,5,1,,
2928,0,,,,1,,
2929,0,,,,1,,
2930,0,,,,0,,
2931,1,10,3,5,-1,,
2932,1,6,12,5,1,,
2933,0,,,,1,,
2934,0,,,,1,,
2935,0,,,3,-1,,
2936,0,,,,0,,
2937,1,6,12,2,1,,
2938,0,,,,0,,
2939,1,6,12,8,1,,
2940,0,,,6,0,,
2941,0,,,,1,,
2942,0,,,,1,,
2943,1,11,10,5,1,,
2944,1,5,7,5,1,,
2945,1,4,4,7,-1,,
2946,0,,,,1,,
2947,0,,,,1,,
2948,1,3,10,5,1,,
2949,1,7,5,2,0,,
2950,1,11,12,2,1,,
2951,0,,,,1,,
2952,1,12,11,5,1,,
2953,1,12,11,3,1,,
2954,1,5,12,5,0,,
2955,1,12,11,8,1,,
2956,1,11,11,5,1,,
2957,0,,,,1,,
2958,1,10,11,5,1,,
2959,0,,,,0,,
2960,1,12,12,5,0,,
2961,1,11,12,7,0,,
2962,0,,,,1,,
2963,0,,,,1,,
2964,1,12,12,6,1,,
2965,0,,,,1,,
2966,1,12,12,5,-1,,
2967,0,,,,1,,
2968,0,,,4,1,,
2969,1,12,12,5,1,,
2970,0,,,,1,,
2971,0,,,,1,,
2972,0,,,,1,,
2973,1,12,11,5,1,,
2974,0,,,,1,,
2975,0,,,,0,,
2976,1,3,11,5,1,,
2977,1,9,12,8,-1,,
2978,1,12,12,5,0,,
2979,1,11,6,6,-1,,
2980,1,12,6,5,1,,
2981,1,10,3,3,-1,,
2982,1,5,12,8,-1,,
2983,0,,,,1,,
2984,0,,,,1,,
2985,0,,,,0,,
2986,0,,,,1,,
2987,0,,,,0,,
2988,0,,,,1,,
2989,0,,,,1,,
2990,0,,,,1,,
2991,0,,,,-1,,
2992,0,,,,1,,
2993,1,5,10,5,-1,,
2994,0,,,,1,,
2995,1,10,2,8,-1,,
2996,0,,,,1,,
2997,1,12,6,5,1,,
2998,0,,,,0,,
2999,0,,,,1,,
3000,1,12,10,5,-1,,
3001,1,7,11,5,-1,,
3002,0,,,3,-1,,
3003,1,11,10,5,1,,
3004,1,12,12,5,1,,
3005,1,12,12,3,1,,
3006,0,,,,1,,
3007,0,,,,1,,
3008,0,,,,1,,
3009,0,,,,1,,
3010,0,,,,0,,
3011,1,12,12,8,-1,,
3012,1,12,12,7,0,,
3013,0,,,,0,,
3014,0,,,,1,,
3015,0,,,,1,,
3016,0,,,,1,,
3017,0,,,,1,,
3018,0,,,,1,,
3019,0,,,,0,,
3020,1,5,3,7,1,,
3021,0,,,5,0,,
3022,0,,,,1,,
3023,0,,,,0,,
3024,0,,,,1,,
3025,1,7,7,7,0,,
3026,1,9,12,8,-1,,
3027,0,,,,1,,
3028,0,,,,1,,
3029,0,,,,0,,
3030,1,9,5,8,-1,,
3031,0,,,,1,,
3032,1,4,12,7,1,,
3033,1,5,12,7,0,,
3034,0,,,,1,,
3035,0,,,,1,,
3036,1,5,12,6,1,,
3037,0,,,,1,,
3038,0,,,,0,,
3039,0,,,,1,,
3040,0,,,,1,,
3041,0,,,7,1,,
3042,0,,,5,1,,
3043,0,,,,1,,
3044,0,,,,1,,
3045,0,,,7,1,,
3046,1,11,12,6,-1,,
3047,1,12,11,5,1,,
3048,1,12,10,8,-1,,
3049,0,,,2,1,,
3050,1,11,4,5,-1,,
3051,0,,,,1,,
3052,1,2,12,7,-1,,
3053,0,,,,1,,
3054,0,,,3,1,,
3055,0,,,,0,,
3056,1,9,12,8,1,,
3057,1,11,12,5,1,,
3058,0,,,8,-1,,
3059,1,12,12,6,-1,,
3060,1,9,3,8,-1,,
3061,1,11,12,5,1,,
3062,1,11,11,5,1,,
3063,0,,,,1,,
3064,1,12,12,5,0,,
3065,1,11,10,5,1,,
3066,0,,,,1,,
3067,0,,,,1,,
3068,0,,,,0,,
3069,0,,,,1,,
3070,1,6,11,2,1,,
3071,1,9,12,8,1,,
3072,0,,,,1,,
3073,0,,,,1,,
3074,0,,,,1,,
3075,0,,,,0,,
3076,0,,,5,0,,
3077,1,5,12,8,0,,
3078,1,9,3,8,-1,,
3079,0,,,,1,,
3080,0,,,5,1,,
3081,0,,,,1,,
3082,0,,,,1,,
3083,0,,,,0,,
3084,1,12,4,7,0,,
3085,0,,,,1,,
3086,0,,,,1,,
3087,1,5,8,5,-1,,
3088,0,,,,-1,,
3089,1,4,8,5,-1,,
3090,1,5,11,7,1,,
3091,0,,,,-1,,
3092,0,,,,1,,
3093,0,,,6,-1,,
3094,0,,,,0,,
3095,0,,,,1,,
3096,1,11,10,3,0,,
3097,0,,,,0,,
3098,0,,,,-1,,
3099,1,12,12,6,0,,
3100,1,10,12,5,1,,
3101,1,3,12,8,-1,,
3102,1,7,12,5,-1,,
3103,0,,,2,-1,,
3104,0,,,,0,,
3105,1,11,11,5,1,,
3106,0,,,,0,,
3107,1,3,11,5,1,,
3108,0,,,,1,,
3109,0,,,,1,,
3110,0,,,5,1,,
3111,0,,,,1,,
3112,0,,,6,0,,
3113,0,,,,1,,
3114,0,,,,1,,
3115,0,,,,1,,
3116,0,,,,1,,
3117,1,12,4,7,1,,
3118,1,11,10,3,0,,
3119,1,12,12,8,1,,
3120,0,,,2,1,,
3121,0,,,,1,,
